code	ingredients_text
65269	 • Farine de _blé_ contient _Gluten_ 
65269	avec Farine de _blé_
65269	 Carbonate de calcium
65269	 Fer
65269	 Niacine
65269	 Thiamine
65269	contient _Gluten_
65269	 Bicarbonate de soude • Arôme
68789	 Marinade 
68789	 Gherkin 
68789	 Shallots 
68789	 Yellow Mustard Seeds
68789	 Dill
68789	 Onion Extract
68789	 Allspice Extract
68789	 Acetic Acid
71093	Sugar
71093	 Dried Whole _Milk_
71093	 Cocoa Butter
71093	 Cocoa Mass
71093	 Emulsifier : Soja Lecithin
71093	 Dried Skimmed _Milk_ Butter oil 
71093	_Milk_
71093	 Vanilla Flavouring
71185	_Lait_
71185	 - Colorant:  anthocyanes :
71185	issus de carottes noires
71185	 Extrait de paprika - extraits de plantes et légume 
71185	Carthame
71185	 carotte
71185	 spiruline
71185	 - Sirop de sucre inverti
73455	Pommes de terre 
73455	 Blanc de poulet cuit 
73455	 Tomates 
73455	 Eau
73455	 Crème aigre britannique 
73455	_Lait_
73455	 Oignons
73455	 Poivrons de piquillo 
73455	 Poivrons rouges
73455	 Purée d’ail
73455	 Jus de citron vert
73455	 Oignons rouges
73455	 Concentré de tomate
73455	 Huile de colza
73455	 Fécule de mais
73455	 Épices moulues 
73455	Paprika fumé
73455	 Cumin
73455	 Poivre noir
73455	 Poivre blanc
73455	 Piment de Cayenne
73455	 Paprika
73455	 Fécule de pomme de terre
73455	 Thym
73455	 Vinaigre de cidre
73455	 Sel
73455	 Coriandre
73455	 Eau fumée au bois de chêne d’Anglesey
73455	 Sel fumé
73455	 Sucre
73455	 Piments rouges
73455	 Graines de cumin
73455	 Huile de tournesol
73455	 Vinaigre de vin blanc
73455	 Piments Chipotle déshydratés
73455	 Tomates séchées
73455	 Gélifiant : Pectine
73455	 Correcteur d’acidité : Acide citrique
73455	 Romarin moulu
73455	 Arômes
73899	Fromage cheddar cornish cove 
73899	_Lait_
73899	 • Piments Diablo 
73899	 • Sucre
74742	Sugar
74742	 Raspberries
74742	 Acidity Regulators 
74742	Citric Acid
74742	 Sodium Citrate
74742	 Gelling Agent 
74742	Pectin
76630	broccoli
78115	_Fromage_ cheddar jeune 
78115	_Lait_
78115	 Oignon émincé réhydraté ‘ Cjbouje’çte Iyqphghsep
78115	 gPour les allergenes
78115	 vour‘les mgredlents mdlques en  
8274000078	sparkling filtered water 
8274000078	sweetened by a blend of cane sugar
8274000078	 pineapple juice from concentrate and honey
8274000078	 fresh ginger root
8274000078	 lemon and lime juices from concentrate and spices
8295616241	vinaigre de vin
8295616241	 moult de raisin concentré
8295616241	 colorant E150d
8295616241	 antioxygène: sulfites 
88862	Fortified British Wheat Flour 
88862	Wheat Flour
88862	 Calcium Carbonate
88862	 Niacin
88862	 Iron
88862	 Thiamin
88978	Coconut water
90100	Riz basmati cuit 
90100	Eau
90100	 Riz basmati
90100	 Bouillon de porc rôti 
90100	Eau
90100	 Os de porc
90100	 Extrait de levure
90100	 Sel
90100	 Sucre
90100	 Haricots noirs 
90100	 Viande de porc d'origine britannique cuite 
90100	  Bacon fumé 
90100	Viande de porc 
90100	 Eau
90100	 Sels de salaison 
90100	Sel
90100	 Conservateur: Nitrate de potassium
90100	 Nitrite de sodium
90100	 Oignons
90100	 Chorizo de porc 
90100	Viande de porc 
90100	 Eau
90100	 Sels de salaison 
90100	Sel
90100	 Conservateur : Nitrate de potassium
90100	 Nitrite de sodium
90100	 _Lait_ en poudre
90100	 Paprika
90100	 Dextrose
90100	 Antioxydant : E301
90100	 Noix de muscade
90100	 Origan
90100	: Beurre 
90100	_Lait_
90100	 Graisse de poulet
90100	 Fécule de mais
90100	 Coriandre
90100	 Purée d’ail
90100	 Persil
90100	 Sel
90100	 Bouillon de porc 
90100	Viande de porc
90100	 Os de porc
90100	 Eau
90100	 Sel
90100	 Sucre roux
90100	 Fécule de mais
90100	 Extrait d'oignon
90100	 Extrait d’ail
90100	 Purée de tomate
90100	  Gélatine de porc
90100	 Épices moulues 
90100	Cumin
90100	 Poivre noir
90100	 Ail fumé déshydraté
90100	 Origan
9073102963	Mango puree
9073102963	 water
9073102963	 cane sugar
9073102963	 lemon juice
9073102963	 pectin
9073102963	 guar
9138378043	Sugar
9138378043	 glucose syrup
9138378043	 citric acid
9138378043	 artificial flavors
9138378043	 red 40
9138378043	 red 3
9138378043	 yellow 5
9138378043	 yellow 6
9138378043	 blue 1
9300003346	CUCUMBERS
9300003346	 WATER
9300003346	 VINEGAR
9300003346	 SALT
9300003346	 CALCIUM CHLORIDE
9300003346	PRESERVATIVE
9300003346	 NATURAL FLAVORS
9300003346	 POLYSORBATE 80
9300003346	 POTASSIUM METABISULFITE 
9300003346	PRESERVATIVE
9300003346	 YELLOW 5
9300128896	CUCUMBERS
9300128896	 WATER
9300128896	 VINEGAR
9300128896	 SALT
9300128896	 CALCIUM CHLORIDE
9300128896	PRESERVATIVE
9300128896	 NATURAL FLAVORS
9300128896	 POLYSORBATE 80
9300128896	 YELLOW 5
9542018054	Sugar
9542018054	 cocoa butter
9542018054	 _milk_
9542018054	 milkfat
9542018054	 chocolate
9542018054	 _lactose
9542018054	 caramelized sugar
9542018054	 skim _milk_
9542018054	 crumbled wafer 
9542018054	_wheat_ flour
9542018054	 rice flour
9542018054	 sugar
9542018054	 leavening 
9542018054	sodium bicarbonate
9542018054	 palm oil
9542018054	 _soya_ lecithin 
9542018054	emulsifier
9542018054	 barley malt powder
9542018054	 artificial flavors
9542018054	 Milk chocolate contains: Cocoa solids 30% min
9542018061	Sugar
9542018061	 almond and hazelnut praline 
9542018061	_almonds_
9542018061	 sugar
9542018061	 _hazelnuts_
9542018061	 cocoa butter
9542018061	 _lactose_
9542018061	 palm oil
9542018061	 skim _milk_
9542018061	 _soya_ lecithin 
9542018061	emulsifier
9542018061	 milkfat
9542018061	 _barley_ malt powder
9542018061	 coffee
9542018061	 artificial flavor
9542018085	Sugar
9542018085	 cocoa butter
9542018085	 milk
9542018085	 chocolate
9542018085	 milkfat
9542018085	 lactose
9542018085	 invert sugar
9542018085	 fat reduced cocoa
9542018085	 glucose syrup 
9542018085	from wheat
9542018085	 almonds
9542018085	 sorbitol 
9542018085	skim milk
9542018085	 soya lecithin 
9542018085	emulsifier
9542018085	 hazelnuts
9542018085	 barley malt powder
9542018085	 artificial flavor
9542018085	 bourbon vanilla beans
9800801107	SUGAR
9800801107	 PALM OIL
9800801107	 _HAZELNUTS_
9800801107	 COCOA
9800801107	 SKIM _MILK_
9800801107	 REDUCED MINERALS WHEY 
9800801107	_MILK_
9800801107	 LECITHIN AS EMULSIFIER 
9800801107	_SOY_
9800801107	 VANILLIN: AN ARTIFICIAL FLAVOR
9800892204	Sugar
9800892204	 palm oil
9800892204	 _hazelnuts_
9800892204	 cocoa
9800892204	 skim _milk_
9800892204	 reduced minerals whey 
9800892204	_milk_
9800892204	 lecithin as emulsifier 
9800892204	_soja_
9800892204	 vanillin : an artificial flavor
9800895007	Sugar
9800895007	 Palm Oil
9800895007	 _Hazelnuts_
9800895007	 Cocoa
9800895007	 Skim _Milk_
9800895007	 Reduced Minerals Whey 
9800895007	_Milk_
9800895007	 Lecithin as emulsifier 
9800895007	_Soy_
9800895007	 Vanillin
9800895250	SUGAR
9800895250	 PALM OIL
9800895250	 _HAZELNUTS_
9800895250	 COCOA
9800895250	 SKIM MILK
9800895250	 REDUCED MINERALS WHEY 
9800895250	MILK
9800895250	 LECITHIN AS EMULSIFIER 
9800895250	SOY
9800895250	 VANILLIN: AN ARTIFICIAL FLAVOR
99233	Farine de _blé_
99233	 _beurre_ non salé 
99233	 _gruyère° 
99233	 _lait_ écrémé
99233	 sel
99233	 levure
99233	 farine d'_orge_ maltée
99233	 sucre
99332	Farine de _blé_ contient _Gluten_ 
99332	avec Farine de _blé_
99332	 Carbonate de calcium
99332	 Fer Niacine
99332	 Thiamine
99332	 - Blanc de poulet d’origine britannique 
99332	 - Eau - Yaourt à la grecque 
99332	_Lait_
104456	Pork Lung 32%
104456	 Beef Fat 25%
104456	 Oatmeal 19%
104456	 Pork Stock 
104456	Water
104456	 Pork Lung
104456	 Pork Heart
104456	 Pork Heart 1
104456	 Salt
104456	 Dried Onions
104456	 Ground Spices 
104456	White Pepper
104456	 Pimentoes
104456	 Mace
104456	 Nutmeg
104456	 Coriander
104456	 Black Pepper
104456	 Rapeseed Oil 
10700021526	Corn syrup
10700021526	 sugar
10700021526	 vegetable oil 
10700021526	cocoa butter
10700021526	 palm
10700021526	 shea
10700021526	 sunflower and/or safflower oil
10700021526	 dextrose
10700021526	 nonfat milk
10700021526	 reduced protein whey 
10700021526	milk
10700021526	 chocolate
10700021526	 whey 
10700021526	milk
10700021526	 mono and diglycerides
10700021526	 sodium bicarbonate
10700021526	 milk f
10700024404	SUGAR
10700024404	 CORN SYRUP
10700024404	 PARTIALLY HYDROGENATED PALM KERNEL OIL
10700024404	 WHEY 
10700024404	_MILK_
10700024404	 COCOA
10700024404	 CONTAINS 2% OR LESS OF: MALTED _MILK_ 
10700024404	BARLEY MALT
10700024404	 _WHEAT_ FLOUR
10700024404	 _MILK_
10700024404	 SALT
10700024404	 SODIUM BICARBONATE
10700024404	 RESINOUS GLAZE
10700024404	 sorbitan tristearate
10700024404	 _SOY_ LECITHIN
10700024404	 SALT
10700024404	 NATURAL AND ARTIFICIAL FLAVORS
10700024404	 CALCIUM CARBONATE
10700024404	 TAPIOCA DEXTRIN
10700088130	Sugar
10700088130	 corn syrup
10700088130	 enriched wheat flour 
10700088130	flour
10700088130	 niacin
10700088130	 ferrous sulfate
10700088130	 thiamin mononitrate
10700088130	 riboflavin
10700088130	 folic acid
10700088130	 gum acacia
10700088130	 cornstarch
10700088130	 salt
10700088130	 natural and artificial flavors
10700088130	 rice starch
10700088130	 artificial color 
10852997489	Organic Grade A Pasteurized _Milk_
10852997489	 Organic Pasteurized _Cream_
10852997489	 Organic Nonfat Pasteurized _Milk_
10852997489	 Organic Strawberries 
10852997489	Organic Cane Sugar
10852997489	 Organic Strawberries
10852997489	 Pectin
10852997489	 Organic Locust Bean Gum
10852997489	 Natural Flavor
10852997489	 Organic Fruit & Vegetable Juice 
10852997489	color
10852997489	 Citric Acid
10852997489	 Organic Cane Sugar
10852997489	 Pectin
10852997489	 Organic Corn Starch
10852997489	 Live Active Cultures
11110001207	ENRICHED _WHEAT_ FLOUR 
11110001207	FLOUR
11110001207	 MALTED BARLEY FLOUR
11110001207	 REDUCED IRON
11110001207	 NIACIN
11110001207	 THIAMINE MONONITRATE
11110001207	 RIBOFLAVIN
11110001207	 FOLIC ACID
11110001207	 WATER
11110001207	 HIGH FRUCTOSE CORN SYRUP
11110001207	 YEAST
11110001207	 _SOYBEAN_ OIL
11110001207	 SALT
11110001207	 CALCIUM PROPIONATE
11110001207	 MONOGLYCERIDES
11110001207	 DIGLYCERIDES
11110001207	 CALCIUM SULFATE
11110001207	 _WHEAT_ _GLUTEN_
11110001207	 DATEM
11110001207	 GRAIN VINEGAR
11110001207	 MONOCALCIUM PHOSPHATE
11110001207	 SOY LECITHIN
11110001207	 CITRIC ACID
11110001207	 CORNSTARCH
11110001207	 CALCIUM IODATE
11110001207	 POTASSIUM IODATE
11110001207	 CALCIUM PHOSPHATE
11110001207	 CONTAINS: SOY
11110001207	 WHEAT
11110001986	ENRICHED FLOUR 
11110001986	_WHEAT_ FLOUR
11110001986	 MALTED BARLEY FLOUR
11110001986	 NIACIN
11110001986	 REDUCED IRON
11110001986	 THIAMINE MONONITRATE
11110001986	 RIBOFLAVIN
11110001986	 FOLIC ACID
11110001986	 WATER
11110001986	 RYE FLOUR
11110001986	 YEAST
11110001986	 VITAL WHEAT GLUTEN
11110001986	 CARAWAY SEEDS
11110001986	 CONTAINS 2% OR LESS OF: SALT
11110001986	 MOLASSES
11110001986	 _SOYBEAN_ OIL
11110001986	 MALTED BARLEY FLOUR
11110001986	 DEXTROSE
11110001986	 CORNMEAL
11110001986	 _SOY_ FLOUR
11110001986	 SODIUM STEAROYL LACTYLATE
11110001986	 CALCIUM PROPIONATE
11110001986	 FUMARIC ACID
11110001986	 LACTIC ACID
11110001986	 ACETIC ACID
11110001986	 CALCIUM SULFATE
11110001986	 AMMONIUM SULFATE
11110001986	 ASCORBIC ACID
11110001986	 ENZYMES
11110019516	nuts
11110020109	ENRICHED _WHEAT_ FLOUR 
11110020109	FLOUR
11110020109	 MALTED BARLEY FLOUR
11110020109	 REDUCED IRON
11110020109	 Niacin
11110020109	 THIAMINE MONONIRATE
11110020109	 RIBOFLAVIN
11110020109	 FOLIC ACID
11110020109	 WATER
11110020109	 HIGH FRUCTOSE CORN SYRUP
11110020109	 YEAST
11110020109	 _SOYBEAN_ OIL
11110020109	 _WHEAT_ _GLUTEN_
11110020109	 SALT
11110020109	 Monoglycerides
11110020109	 Diglycerides
11110020109	 CALCIUM PROPIONATE
11110020109	 DATEM
11110020109	 CALCIUM SULFATE
11110020109	 GRAIN VINEGAR
11110020109	 CITRIC ACID
11110020109	 _SOY_ LECITHIN
11110020109	 POTASSIUM IODATE
11110020109	 MONOCALCIUM PHOSPHATE
