code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	categories_en	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_en	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_en	ingredients_text	allergens	allergens_en	traces	traces_tags	traces_en	serving_size	no_nutriments	additives_n	additives	additives_tags	additives_en	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_uk	nutrition_grade_fr	pnns_groups_1	pnns_groups_2	states	states_tags	states_en	main_category	main_category_en	image_url	image_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g
27083	http://world-en.openfoodfacts.org/product/0000000027083/marks-spencer-2-blueberry-muffins	canieatthis-app	1472223782	2016-08-26T15:03:02Z	1472223782	2016-08-26T15:03:02Z	Marks % Spencer 2 Blueberry Muffins		230g																						en:GB	en:united-kingdom	United Kingdom	pasteurized free range egg.sugar.blueberries (15%).rapeseed oil.potato starch.water.cornflour.thickener.e1422.palm oil.dried whey (milk).raising agent.e450, sodium bicarbonate. emulsifier. e481, e472e, e472b, e475.flavoring.dried glucose syrup.dried skimmed milk.stabiliser. xanthan gum.salt			milk, egg, 	en:eggs,en:milk	Eggs,Milk			6	 [ pasteurized-free-range-egg-sugar-blueberries -> en:pasteurized-free-range-egg-sugar-blueberries  ]  [ free-range-egg-sugar-blueberries -> en:free-range-egg-sugar-blueberries  ]  [ range-egg-sugar-blueberries -> en:range-egg-sugar-blueberries  ]  [ egg-sugar-blueberries -> en:egg-sugar-blueberries  ]  [ sugar-blueberries -> en:sugar-blueberries  ]  [ blueberries -> en:blueberries  ]  [ 15-rapeseed-oil-potato-starch-water-cornflour-thickener -> en:15-rapeseed-oil-potato-starch-water-cornflour-thickener  ]  [ rapeseed-oil-potato-starch-water-cornflour-thickener -> en:rapeseed-oil-potato-starch-water-cornflour-thickener  ]  [ oil-potato-starch-water-cornflour-thickener -> en:oil-potato-starch-water-cornflour-thickener  ]  [ potato-starch-water-cornflour-thickener -> en:potato-starch-water-cornflour-thickener  ]  [ starch-water-cornflour-thickener -> en:starch-water-cornflour-thickener  ]  [ water-cornflour-thickener -> en:water-cornflour-thickener  ]  [ cornflour-thickener -> en:cornflour-thickener  ]  [ thickener -> en:thickener  ]  [ e1422 -> en:e1422  -> exists  -- ok  ]  [ palm-oil-dried-whey -> en:palm-oil-dried-whey  ]  [ oil-dried-whey -> en:oil-dried-whey  ]  [ dried-whey -> en:dried-whey  ]  [ whey -> en:whey  ]  [ milk-raising-agent -> en:milk-raising-agent  ]  [ raising-agent -> en:raising-agent  ]  [ agent -> en:agent  ]  [ e450 -> en:e450  -> exists  -- ok  ]  [ sodium-bicarbonate-emulsifier -> en:sodium-bicarbonate-emulsifier  ]  [ bicarbonate-emulsifier -> en:bicarbonate-emulsifier  ]  [ emulsifier -> en:emulsifier  ]  [ e481 -> en:e481  -> exists  -- ok  ]  [ e472e -> en:e472e  -> exists  -- ok  ]  [ e472b -> en:e472b  -> exists  -- ok  ]  [ e475 -> en:e475  -> exists  -- ok  ]  [ flavoring-dried-glucose-syrup-dried-skimmed-milk-stabiliser-xanthan-gum-salt -> en:flavoring-dried-glucose-syrup-dried-skimmed-milk-stabiliser-xanthan-gum-salt  ]  [ dried-glucose-syrup-dried-skimmed-milk-stabiliser-xanthan-gum-salt -> en:dried-glucose-syrup-dried-skimmed-milk-stabiliser-xanthan-gum-salt  ]  [ glucose-syrup-dried-skimmed-milk-stabiliser-xanthan-gum-salt -> en:glucose-syrup-dried-skimmed-milk-stabiliser-xanthan-gum-salt  ]  [ syrup-dried-skimmed-milk-stabiliser-xanthan-gum-salt -> en:syrup-dried-skimmed-milk-stabiliser-xanthan-gum-salt  ]  [ dried-skimmed-milk-stabiliser-xanthan-gum-salt -> en:dried-skimmed-milk-stabiliser-xanthan-gum-salt  ]  [ skimmed-milk-stabiliser-xanthan-gum-salt -> en:skimmed-milk-stabiliser-xanthan-gum-salt  ]  [ milk-stabiliser-xanthan-gum-salt -> en:milk-stabiliser-xanthan-gum-salt  ]  [ stabiliser-xanthan-gum-salt -> en:stabiliser-xanthan-gum-salt  ]  [ xanthan-gum-salt -> en:xanthan-gum-salt  ]  [ gum-salt -> en:gum-salt  ]  [ salt -> en:salt  ] 	en:e1422,en:e450,en:e472b,en:e472e,en:e475,en:e481	E1422 - Acetylated distarch adipate,E450 - Diphosphates,E472b - Lactic acid esters of mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E475 - Polyglycerol esters of fatty acids,E481 - Sodium stearoyl-2-lactylate	0			3		e481-stearoyl-2-lactylate-de-sodium,e472e-ester-monoacethyltartrique-de-mono-et-diglycerides-d-acides-gras,e472b-ester-diacetyl-lactique-de-mono-et-diglycerides-d-acides-gras					en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be uploaded					1513																																																																																																			
50913	http://world-en.openfoodfacts.org/product/0000000050913/m-s-extrenely-chocolatey-milk-dark-white-chocolate-biscuits	canieatthis-app	1483186707	2016-12-31T12:18:27Z	1483186708	2016-12-31T12:18:28Z	M&S Extrenely Chocolatey Milk, Dark & White Chocolate Biscuits		500g																						en:GB	en:united-kingdom	United Kingdom	milk chocolate (32%) (sugar, cocoa butter, dried whole milk, cocoa mass, dried whey (milk), dried skimmed milk, emulsifier: soya lecithin), dark chocolate (17%) (sugar, cocoa mass, cocoa butter, butter oil (milk), emulsifier: soya lecithin, vanilla flavouring), wheatflour contains gluten (with wheatflour, calcium carbonate, iron, niacin, thiamin), white chocolate (13%) (sugar, cocoa butter, dried skimmed milk, butter oil (milk), dried whole milk, emulsifier: soya lecithin, vanilla flavouring), sugar, palm oil, butter (milk), palm kernel oil, palm fat, cocoa powder, partially inverted sugar syrup, glucose syrup, cornflour, dried skimmed milk, dried whole milk, oatmeal (contains gluten), salt, ginger, raising agent: sodium bicarbonate, e450, e503, dextrose, cocoa mass, emulsifier: soya lecithin, ground ginger, pasteurised free range egg, flavourings, orange peel, molasses, lemon peel, colour: carotenes, acidity regulator: citric acid			nuts, milk, soya, wheatflour, gluten, oatmeal, egg	en:eggs,en:gluten,en:milk,en:nuts,en:soybeans,oatmeal,wheatflour	Eggs,Gluten,Milk,Nuts,Soybeans,Oatmeal,Wheatflour			8	 [ milk-chocolate -> en:milk-chocolate  ]  [ chocolate -> en:chocolate  ]  [ 32 -> en:32  ]  [ sugar -> en:sugar  ]  [ cocoa-butter -> en:cocoa-butter  ]  [ butter -> en:butter  ]  [ dried-whole-milk -> en:dried-whole-milk  ]  [ whole-milk -> en:whole-milk  ]  [ milk -> en:milk  ]  [ cocoa-mass -> en:cocoa-mass  ]  [ mass -> en:mass  ]  [ dried-whey -> en:dried-whey  ]  [ whey -> en:whey  ]  [ milk -> en:milk  ]  [ dried-skimmed-milk -> en:dried-skimmed-milk  ]  [ skimmed-milk -> en:skimmed-milk  ]  [ milk -> en:milk  ]  [ emulsifier -> en:emulsifier  ]  [ soya-lecithin -> en:soya-lecithin  ]  [ lecithin -> en:e322i  -> exists  -- ok  ]  [ dark-chocolate -> en:dark-chocolate  ]  [ chocolate -> en:chocolate  ]  [ 17 -> en:17  ]  [ sugar -> en:sugar  ]  [ cocoa-mass -> en:cocoa-mass  ]  [ mass -> en:mass  ]  [ cocoa-butter -> en:cocoa-butter  ]  [ butter -> en:butter  ]  [ butter-oil -> en:butter-oil  ]  [ oil -> en:oil  ]  [ milk -> en:milk  ]  [ emulsifier -> en:emulsifier  ]  [ soya-lecithin -> en:soya-lecithin  ]  [ lecithin -> en:e322i  -- already seen  ]  [ vanilla-flavouring -> en:vanilla-flavouring  ]  [ flavouring -> en:flavouring  ]  [ wheatflour-contains-gluten -> en:wheatflour-contains-gluten  ]  [ contains-gluten -> en:contains-gluten  ]  [ gluten -> en:gluten  ]  [ with-wheatflour -> en:with-wheatflour  ]  [ wheatflour -> en:wheatflour  ]  [ calcium-carbonate -> en:e170  -> exists  -- ok  ]  [ iron -> en:iron  ]  [ niacin -> en:e375  -> exists  -- ok  ]  [ thiamin -> en:thiamin  ]  [ white-chocolate -> en:white-chocolate  ]  [ chocolate -> en:chocolate  ]  [ 13 -> en:13  ]  [ sugar -> en:sugar  ]  [ cocoa-butter -> en:cocoa-butter  ]  [ butter -> en:butter  ]  [ dried-skimmed-milk -> en:dried-skimmed-milk  ]  [ skimmed-milk -> en:skimmed-milk  ]  [ milk -> en:milk  ]  [ butter-oil -> en:butter-oil  ]  [ oil -> en:oil  ]  [ milk -> en:milk  ]  [ dried-whole-milk -> en:dried-whole-milk  ]  [ whole-milk -> en:whole-milk  ]  [ milk -> en:milk  ]  [ emulsifier -> en:emulsifier  ]  [ soya-lecithin -> en:soya-lecithin  ]  [ lecithin -> en:e322i  -- already seen  ]  [ vanilla-flavouring -> en:vanilla-flavouring  ]  [ flavouring -> en:flavouring  ]  [ sugar -> en:sugar  ]  [ palm-oil -> en:palm-oil  ]  [ oil -> en:oil  ]  [ butter -> en:butter  ]  [ milk -> en:milk  ]  [ palm-kernel-oil -> en:palm-kernel-oil  ]  [ kernel-oil -> en:kernel-oil  ]  [ oil -> en:oil  ]  [ palm-fat -> en:palm-fat  ]  [ fat -> en:fat  ]  [ cocoa-powder -> en:cocoa-powder  ]  [ powder -> en:powder  ]  [ partially-inverted-sugar-syrup -> en:partially-inverted-sugar-syrup  ]  [ inverted-sugar-syrup -> en:inverted-sugar-syrup  ]  [ sugar-syrup -> en:sugar-syrup  ]  [ syrup -> en:syrup  ]  [ glucose-syrup -> en:glucose-syrup  ]  [ syrup -> en:syrup  ]  [ cornflour -> en:cornflour  ]  [ dried-skimmed-milk -> en:dried-skimmed-milk  ]  [ skimmed-milk -> en:skimmed-milk  ]  [ milk -> en:milk  ]  [ dried-whole-milk -> en:dried-whole-milk  ]  [ whole-milk -> en:whole-milk  ]  [ milk -> en:milk  ]  [ oatmeal -> en:oatmeal  ]  [ contains-gluten -> en:contains-gluten  ]  [ gluten -> en:gluten  ]  [ salt -> en:salt  ]  [ ginger -> en:ginger  ]  [ raising-agent -> en:raising-agent  ]  [ agent -> en:agent  ]  [ sodium-bicarbonate -> en:e500ii  -> exists  -- ok  ]  [ e450 -> en:e450  -> exists  -- ok  ]  [ e503 -> en:e503  -> exists  -- ok  ]  [ dextrose -> en:dextrose  ]  [ cocoa-mass -> en:cocoa-mass  ]  [ mass -> en:mass  ]  [ emulsifier -> en:emulsifier  ]  [ soya-lecithin -> en:soya-lecithin  ]  [ lecithin -> en:e322i  -- already seen  ]  [ ground-ginger -> en:ground-ginger  ]  [ ginger -> en:ginger  ]  [ pasteurised-free-range-egg -> en:pasteurised-free-range-egg  ]  [ free-range-egg -> en:free-range-egg  ]  [ range-egg -> en:range-egg  ]  [ egg -> en:egg  ]  [ flavourings -> en:flavourings  ]  [ orange-peel -> en:orange-peel  ]  [ peel -> en:peel  ]  [ molasses -> en:molasses  ]  [ lemon-peel -> en:lemon-peel  ]  [ peel -> en:peel  ]  [ colour -> en:colour  ]  [ carotenes -> en:e160a  -> exists  -- ok  ]  [ acidity-regulator -> en:acidity-regulator  ]  [ regulator -> en:regulator  ]  [ citric-acid -> en:e330  -> exists  -- ok  ] 	en:e160a,en:e170,en:e322,en:e322i,en:e330,en:e375,en:e450,en:e500,en:e500ii,en:e503	E160a - Alpha-carotene,E170 - Calcium carbonate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E375 - Nicotinic acid,E450 - Diphosphates,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E503 - Ammonium carbonates	0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging-code-to-be-completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be uploaded					2179																																																																																																			
56434	http://world-en.openfoodfacts.org/product/0000000056434/diet-lemonade-by-sainsbury-s	canieatthis-app	1468005372	2016-07-08T19:16:12Z	1468005372	2016-07-08T19:16:12Z	diet lemonade by Sainsbury's		2l																						en:GB	en:united-kingdom	United Kingdom	carbonated  water, acid: citric acid; flavourings, acidity regular: trisodium citrate; sweetener: sucralose; preservative: potassium sorbate								4	 [ carbonated-water -> en:carbonated-water  ]  [ water -> en:water  ]  [ acid -> en:acid  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ flavourings -> en:flavourings  ]  [ acidity-regular -> en:acidity-regular  ]  [ regular -> en:regular  ]  [ trisodium-citrate -> en:e331iii  -> exists  -- ok  ]  [ sweetener -> en:sweetener  ]  [ sucralose -> en:e955  -> exists  -- ok  ]  [ preservative -> en:preservative  ]  [ potassium-sorbate -> en:e202  -> exists  -- ok  ] 	en:e202,en:e330,en:e331,en:e331iii,en:e955	E202 - Potassium sorbate,E330 - Citric acid,E331 - Sodium citrates,E331iii - Trisodium citrate,E955 - Sucralose	0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be uploaded					5																																																																																																			
