code	idIngrediente
3100	52
3100	432
3100	433
3100	434
3100	435
3100	195
460938714	436
460938714	279
460938714	280
460938714	437
470322800	438
470322800	439
470322800	440
470322800	280
470322800	441
470322800	442
50	119
50	443
50	444
50	445
50	181
50	406
50	410
50	411
50	74
50	412
51	119
51	443
51	444
51	445
51	181
51	447
51	119
51	252
51	448
51	52
51	449
51	450
51	451
51	452
51	453
51	406
51	410
51	411
51	454
51	455
51	456
51	88
51	74
51	412
51	452
526938306	438
526938306	439
526938306	440
526938306	280
526938306	441
526938306	442
790310013	2
790310013	458
790310013	459
790310013	460
790310013	145
790310013	461
790310013	462
790310013	132
790310013	463
790310013	464
790310013	465
790310013	466
790310013	467
790310013	468
790310013	469
790310013	470
790310020	2
790310020	458
790310020	389
790310020	471
790310020	472
790310020	473
790310020	474
790310020	475
790310020	476
790310020	468
790310020	470
790310020	469
104	477
104	478
104	479
104	#N/A
104	92
104	481
104	195
104	482
104	407
104	427
104	92
104	410
104	411
104	428
104	74
104	429
104	414
104	248
104	483
104	479
104	92
104	481
104	195
104	482
104	407
104	427
104	92
104	410
104	411
104	428
104	74
104	429
104	414
104	248
104	484
104	485
104	479
104	486
104	92
104	481
104	487
104	248
104	482
104	407
104	427
104	92
104	410
104	411
104	428
104	74
104	429
104	414
104	248
11501	2
11501	52
11501	489
11501	490
11501	491
11501	492
11679	493
11679	32
11679	33
11679	34
11679	35
11679	36
11679	497
11679	498
11679	11
11679	500
11679	13
11686	502
11686	503
11686	114
11686	505
11686	506
11686	507
11686	508
11686	509
11686	510
11686	511
11686	512
11693	513
11693	514
11693	515
11693	516
11693	503
11693	114
11693	505
11693	506
11693	507
11693	517
11693	512
11709	519
11709	509
11709	520
11709	521
11709	522
11709	521
11709	523
11709	524
11709	525
11709	526
11709	527
11709	528
11709	529
11709	530
11709	531
11709	532
11709	533
11709	534
11709	74
11709	535
11730	502
11730	503
11730	536
11730	537
11730	505
11730	506
11730	507
11730	538
11730	539
11730	508
11730	509
11730	540
11730	512
11754	502
11754	503
11754	114
11754	505
11754	506
11754	507
11754	541
11754	509
11754	542
11754	543
11754	92
11754	545
11754	546
11754	547
11754	512
11778	502
11778	503
11778	114
11778	505
11778	506
11778	507
11778	92
11778	549
11778	550
11778	551
11778	552
11778	509
11778	553
11778	554
11778	555
11778	554
11778	556
11778	557
11778	558
11778	512
11778	559
11778	560
11778	74
11815	502
11815	503
11815	114
11815	505
11815	506
11815	507
11815	552
11815	509
11815	549
11815	543
11815	92
11815	92
11815	553
11815	546
11815	559
11815	560
11815	574
11815	512
11815	557
11815	74
12444	576
12444	92
12444	577
12444	186
12444	578
12444	413
12444	579
12444	580
12444	581
13029	582
13029	69
13029	583
13029	413
13029	584
13029	585
13029	586
13029	587
13029	74
13029	435
13029	588
13029	589
13029	590
13029	591
14472	592
16063	593
16063	594
16063	595
16063	596
16063	389
16063	49
16063	597
16063	598
16063	599
16063	600
16063	19
16063	601
18097	602
18166	603
18166	503
18166	604
18166	507
18166	605
18166	554
18166	607
18166	608
18166	609
18166	610
19170	611
2042861915	393
2042861915	394
2042861915	395
2042861915	396
2042861915	397
2042861915	398
2042861915	399
2042861915	400
2042861915	401
2042861915	280
2042861915	402
2042861915	403
227	405
227	612
227	479
227	#N/A
227	74
227	248
227	481
227	482
227	407
227	406
227	92
227	614
227	615
227	191
227	616
227	279
227	248
227	410
227	411
227	412
227	74
227	414
227	413
227	248
23092	618
23092	503
23092	537
23092	505
23092	506
23092	507
23092	619
23092	620
23092	509
23092	74
24679	621
24679	622
24679	623
24679	624
24679	625
24679	626
24679	90
25157	627
25157	364
25157	629
25157	49
25157	307
25157	630
25157	631
25157	632
25157	629
25157	633
25157	634
25157	49
25157	635
25157	636
25157	637
25157	638
25157	49
25157	639
25157	640
25157	641
25157	364
25157	49
25157	642
25157	52
25157	643
25157	644
25157	645
25157	646
25157	641
25157	49
25157	642
25157	364
25157	52
25157	645
25157	647
25157	648
25157	649
25157	650
25157	651
25157	652
25157	653
25157	654
25157	655
25157	656
25157	49
25157	639
25157	657
25157	658
25157	639
25157	49
25157	659
25751	660
25751	661
25751	92
25751	662
25751	663
25751	664
25751	665
25751	666
28264	667
28264	531
28264	668
28264	669
28264	670
28264	671
28264	672
2983542515	436
2983542515	279
31858	621
31858	673
31858	674
31858	264
31858	675
31858	214
31858	677
31858	678
31858	679
31858	407
31858	92
31858	680
31858	74
31858	248
31858	681
31858	682
33046	683
36559	684
36559	6
36559	686
36559	687
36559	688
36559	35
36559	690
36559	691
36559	692
36559	693
36559	694
36559	695
36559	656
36559	697
36559	698
36559	699
36559	700
36559	701
36559	702
36559	703
36559	704
36559	705
36559	706
36559	707
36559	708
36559	702
36559	49
36559	639
36559	711
36559	712
36559	35
36559	713
36559	691
36559	692
36559	693
36559	40
36559	715
36559	49
36559	716
36559	706
36559	717
36559	49
36559	642
41500007007	719
41500007007	364
41500007007	384
41500007007	722
41500007007	49
41500007007	723
41500007007	645
43366	725
43366	726
43366	727
43366	728
43366	729
43366	730
43366	731
43366	732
43366	733
43366	734
43366	735
4394	736
53327	737
53327	738
53327	33
53327	35
53327	34
53327	36
64491	739
65269	740
65269	509
65269	741
65269	503
65269	114
65269	505
65269	506
65269	507
65269	554
65269	742
68789	743
68789	744
68789	745
68789	746
68789	747
68789	748
68789	749
68789	750
71093	2
71093	751
71093	22
71093	24
71093	754
71093	755
71093	756
71093	30
71185	509
71185	758
71185	759
71185	760
71185	761
71185	264
71185	762
71185	763
73455	764
73455	765
73455	766
73455	69
73455	768
73455	509
73455	769
73455	770
73455	771
73455	772
73455	773
73455	774
73455	775
73455	407
73455	777
73455	778
73455	779
73455	780
73455	781
73455	782
73455	783
73455	645
73455	784
73455	785
73455	786
73455	74
73455	787
73455	788
73455	789
73455	92
73455	790
73455	791
73455	792
73455	793
73455	794
73455	795
73455	796
73455	423
73455	798
73455	195
73899	800
73899	509
73899	801
73899	802
74742	2
74742	803
74742	354
74742	319
74742	472
74742	806
74742	807
76630	808
78115	809
78115	509
78115	810
78115	811
78115	812
8274000078	813
8274000078	814
8274000078	815
8274000078	816
8274000078	817
8295616241	818
8295616241	819
8295616241	820
8295616241	821
88862	737
88862	822
88862	33
88862	35
88862	34
88862	36
88978	823
90100	824
90100	621
90100	826
90100	827
90100	621
90100	828
90100	829
90100	74
90100	92
90100	830
90100	831
90100	832
90100	833
90100	69
90100	663
90100	664
90100	834
90100	202
90100	769
90100	836
90100	833
90100	69
90100	663
90100	664
90100	837
90100	202
90100	838
90100	645
90100	52
90100	839
90100	840
90100	841
90100	842
90100	509
90100	843
90100	777
90100	787
90100	772
90100	844
90100	74
90100	845
90100	846
90100	828
90100	69
90100	74
90100	847
90100	777
90100	848
90100	849
90100	850
90100	851
90100	778
90100	852
90100	781
90100	853
90100	841
9073102963	854
9073102963	364
9073102963	855
9073102963	856
9073102963	857
9073102963	858
9138378043	2
9138378043	45
9138378043	145
9138378043	859
9138378043	476
9138378043	860
9138378043	470
9138378043	468
9138378043	469
9300003346	861
9300003346	364
9300003346	862
9300003346	49
9300003346	699
9300003346	863
9300003346	864
9300003346	865
9300003346	866
9300003346	863
9300003346	470
9300128896	861
9300128896	364
9300128896	862
9300128896	49
9300128896	699
9300128896	863
9300128896	864
9300128896	865
9300128896	470
9542018054	2
9542018054	22
9542018054	694
9542018054	869
9542018054	870
9542018054	871
9542018054	872
9542018054	873
9542018054	874
9542018054	738
9542018054	875
9542018054	38
9542018054	876
9542018054	877
9542018054	39
9542018054	878
9542018054	879
9542018054	880
9542018054	859
9542018054	881
9542018061	2
9542018061	882
9542018061	883
9542018061	38
9542018061	884
9542018061	22
9542018061	885
9542018061	39
9542018061	873
9542018061	878
9542018061	879
9542018061	869
9542018061	886
9542018061	887
9542018061	888
9542018085	2
9542018085	22
9542018085	889
9542018085	870
9542018085	869
9542018085	890
9542018085	891
9542018085	892
9542018085	893
9542018085	894
9542018085	895
9542018085	896
9542018085	897
9542018085	898
9542018085	879
9542018085	899
9542018085	880
9542018085	888
9542018085	900
9800801107	2
9800801107	39
9800801107	884
9800801107	369
9800801107	873
9800801107	906
9800801107	756
9800801107	908
9800801107	909
9800801107	910
9800892204	2
9800892204	39
9800892204	884
9800892204	369
9800892204	873
9800892204	906
9800892204	756
9800892204	908
9800892204	279
9800892204	914
9800895007	2
9800895007	39
9800895007	884
9800895007	369
9800895007	873
9800895007	906
9800895007	756
9800895007	908
9800895007	909
9800895007	921
9800895250	2
9800895250	39
9800895250	884
9800895250	369
9800895250	922
9800895250	906
9800895250	11
9800895250	908
9800895250	924
9800895250	910
99233	405
99233	925
99233	926
99233	927
99233	74
99233	90
99233	928
99233	92
99332	502
99332	503
99332	114
99332	929
99332	507
99332	930
99332	931
99332	509
104456	932
104456	933
104456	934
104456	935
104456	6
104456	937
104456	938
104456	939
104456	49
104456	940
104456	941
104456	942
104456	943
104456	944
104456	342
104456	945
104456	601
104456	947
10700021526	948
10700021526	38
10700021526	949
10700021526	950
10700021526	951
10700021526	952
10700021526	953
10700021526	52
10700021526	954
10700021526	955
10700021526	11
10700021526	870
10700021526	956
10700021526	11
10700021526	957
10700021526	13
10700021526	958
10700024404	2
10700024404	458
10700024404	960
10700024404	956
10700024404	756
10700024404	369
10700024404	962
10700024404	963
10700024404	964
10700024404	694
10700024404	49
10700024404	13
10700024404	966
10700024404	967
10700024404	968
10700024404	49
10700024404	969
10700024404	33
10700024404	971
10700088130	2
10700088130	458
10700088130	972
10700088130	973
10700088130	35
10700088130	690
10700088130	975
10700088130	692
10700088130	693
10700088130	978
10700088130	979
10700088130	49
10700088130	969
10700088130	981
10700088130	982
10852997489	983
10852997489	984
10852997489	985
10852997489	986
10852997489	987
10852997489	988
10852997489	857
10852997489	990
10852997489	991
10852997489	992
10852997489	706
10852997489	145
10852997489	995
10852997489	857
10852997489	996
10852997489	997
11110001207	998
11110001207	973
11110001207	1000
11110001207	713
11110001207	35
11110001207	691
11110001207	692
11110001207	693
11110001207	364
11110001207	1001
11110001207	307
11110001207	1003
11110001207	49
11110001207	1004
11110001207	1005
11110001207	1006
11110001207	1007
11110001207	1008
11110001207	1009
11110001207	1010
11110001207	1011
11110001207	1012
11110001207	145
11110001207	979
11110001207	1015
11110001207	1016
11110001207	1017
11110001207	1018
11110001207	1019
11110001986	1020
11110001986	738
11110001986	1000
11110001986	35
11110001986	713
11110001986	691
11110001986	692
11110001986	693
11110001986	364
11110001986	1022
11110001986	307
11110001986	1023
11110001986	1024
11110001986	1025
11110001986	57
11110001986	1003
11110001986	1000
11110001986	52
11110001986	1027
11110001986	1028
11110001986	1029
11110001986	1004
11110001986	462
11110001986	146
11110001986	750
11110001986	1007
11110001986	1033
11110001986	1034
11110001986	639
11110019516	368
11110020109	998
11110020109	973
11110020109	1000
11110020109	713
11110020109	35
11110020109	1035
11110020109	692
11110020109	693
11110020109	364
11110020109	1001
11110020109	307
11110020109	1003
11110020109	1008
11110020109	49
11110020109	1005
11110020109	1006
11110020109	1004
11110020109	1009
11110020109	1007
11110020109	1010
11110020109	145
11110020109	968
11110020109	1016
11110020109	1011
